userid,model_name,questiontext,questiontype,pov_x_y_z,upvector,viewdir,fov
1d09b794-677d-49ec-a5ec-f98b4f8a716e,camera2.glb,Which camera looks more professional to you?,multi_model,"{-0.025972739,0.51543045,0.106903024}","{0,1,0}","{0.049280375,-0.9779718,-0.20283657}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,camera2.glb,Which camera looks more professional to you?,multi_model,"{-0.01954595,1.010909,0.17821716}","{0,1,0}","{0.019037938,-0.9846348,-0.17358518}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,camera2.glb,Which camera looks more professional to you?,multi_model,"{-0.027989268,1.4475942,0.2552021}","{0,1,0}","{0.019037938,-0.9846348,-0.17358518}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,camera2.glb,Which camera looks more professional to you?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,camera2.glb,Which camera looks more professional to you?,multi_model,"{-0.56957793,1.2189995,1.4797369}","{0,1,0}","{0.28478897,-0.60949975,-0.73986846}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-1.6913146,-0.029791238,1.0670367}","{0,1,0}","{0.8456573,0.014895619,-0.5335184}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-1.7473502,0.80111647,-0.5522498}","{0,1,0}","{0.8736751,-0.40055823,0.2761249}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-0.973461,1.0893197,-1.365927}","{0,1,0}","{0.4867305,-0.54465985,0.6829635}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-1.6952927,0.9264688,-0.5173376}","{0,1,0}","{0.84764636,-0.4632344,0.2586688}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{0.9727482,1.130622,1.3324618}","{0,1,0}","{-0.4863741,-0.565311,-0.6662309}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{0.6553764,1.8467599,0.3999494}","{0,1,0}","{-0.3276882,-0.92337996,-0.1999747}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{0.24100244,1.9853994,-0.010357613}","{0,1,0}","{-0.12050122,-0.9926997,0.0051788064}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{0.39551553,1.9599929,-0.044670537}","{0,1,0}","{-0.19775777,-0.97999644,0.022335269}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{1.9425623,0.42378512,0.21646698}","{0,1,0}","{-0.9712812,-0.21189256,-0.10823349}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{0.37286556,1.0809778,1.6408712}","{0,1,0}","{-0.18643278,-0.5404889,-0.8204356}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair2.glb,Which armchair would you sit on to read a book?,multi_model,"{-0.10753934,0.34582925,1.966936}","{0,1,0}","{0.05376967,-0.17291462,-0.983468}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair2.glb,Which armchair would you sit on to read a book?,multi_model,"{-0.31198275,1.1712278,1.5908778}","{0,1,0}","{0.15599138,-0.5856139,-0.7954389}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair2.glb,Which armchair would you sit on to read a book?,multi_model,"{-0.20573108,-0.66253304,1.8758264}","{0,1,0}","{0.10286554,0.33126652,-0.9379132}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{0.37286556,1.0809778,1.6408712}","{0,1,0}","{-0.18643278,-0.5404889,-0.8204356}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{1.2272732,1.2961944,-0.9020425}","{0,1,0}","{-0.6136366,-0.6480972,0.45102125}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{1.2272732,1.2961944,-0.9020425}","{0,1,0}","{-0.6136366,-0.6480972,0.45102125}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.06777396,0.44317448,1.9491031}","{0,1,0}","{0.03388698,-0.22158724,-0.97455156}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.08712642,0.44317448,1.948334}","{0,1,0}","{0.04356321,-0.22158724,-0.974167}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.08712642,0.44317448,1.948334}","{0,1,0}","{0.04356321,-0.22158724,-0.974167}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{0,4.621249e-17,0.7547072}","{0,1,0}","{0,-6.123234e-17,-1}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{1.1203861,1.6477883,-0.17183897}","{0,1,0}","{-0.56019306,-0.82389414,0.085919484}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant1.glb,Which plant would you prefer on your balcony?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant1.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.3320863,1.2424821,1.5316517}","{0,1,0}","{0.16604315,-0.62124103,-0.76582587}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant1.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.28865582,1.7225395,0.97444105}","{0,1,0}","{0.14432791,-0.8612698,-0.48722053}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant1.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.69642216,0.49145192,1.8092737}","{0,1,0}","{0.34821108,-0.24572596,-0.90463686}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant1.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.73947746,0.2673275,1.8389424}","{0,1,0}","{0.36973873,-0.13366374,-0.9194712}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant2.glb,Which plant would you prefer on your balcony?,multi_model,"{-1.2423362,-0.6998799,1.4024154}","{0,1,0}","{0.6211681,0.34993994,-0.7012077}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant2.glb,Which plant would you prefer on your balcony?,multi_model,"{-1.6305404,-0.029791238,1.1577783}","{0,1,0}","{0.8152702,0.014895619,-0.57888913}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant2.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.7202054,1.1126665,1.3613514}","{0,1,0}","{0.3790555,-0.5856139,-0.7165007}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant2.glb,Which plant would you prefer on your balcony?,multi_model,"{0.01762052,1.4868233,1.1828127}","{0,1,0}","{-0.009273958,-0.7825386,-0.62253296}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant2.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.012426711,2.044884,0.50042754}","{0,1,0}","{0.0059026876,-0.9713199,-0.23770307}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plant2.glb,Which plant would you prefer on your balcony?,multi_model,"{0.72524333,0.6776424,1.8565979}","{0,1,0}","{-0.3444906,-0.32188013,-0.88188404}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,gym_machine__body_solid.glb,What does this machine train?,single_model,"{-0.9902917,0.42378512,1.6851494}","{0,1,0}","{0.49514586,-0.21189256,-0.8425747}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,forniture.glb,Where would you place this pieces of furniture?,single_model,"{-0.04961854,0.06950119,1.9981761}","{0,1,0}","{0.02480927,-0.034750596,-0.99908805}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,forniture.glb,Where would you place this pieces of furniture?,single_model,"{1.6093138,0.5106801,1.0720611}","{0,1,0}","{-0.8046569,-0.25534004,-0.53603053}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,forniture.glb,Where would you place this pieces of furniture?,single_model,"{-0.5079074,0.43348488,1.8852376}","{0,1,0}","{0.2539537,-0.21674244,-0.9426188}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,forniture.glb,Where would you place this pieces of furniture?,single_model,"{-0.16432509,0.1402469,0.6099376}","{0,1,0}","{0.2539537,-0.21674244,-0.9426188}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair.glb,Which chair is more comfortable?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair.glb,Which chair is more comfortable?,multi_model,"{-1.3904003,0.61548334,1.2992179}","{0,1,0}","{0.69520015,-0.30774167,-0.64960897}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair.glb,Which chair is more comfortable?,multi_model,"{1.2652739,0.66253275,1.4000473}","{0,1,0}","{-0.63263696,-0.33126637,-0.70002365}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair.glb,Which chair is more comfortable?,multi_model,"{-1.3510103,1.4613181,0.19829382}","{0,1,0}","{0.67550516,-0.73065907,-0.09914691}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair.glb,Which chair is more comfortable?,multi_model,"{-1.930156,-0.3360441,0.40196058}","{0,1,0}","{0.965078,0.16802205,-0.20098029}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair1.glb,Which chair is more comfortable?,multi_model,"{-0.079377376,0.06950119,1.9972153}","{0,1,0}","{0.039688688,-0.034750596,-0.99860764}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair1.glb,Which chair is more comfortable?,multi_model,"{-1.7223142,0.4431742,0.91500294}","{0,1,0}","{0.8611571,-0.2215871,-0.45750147}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair1.glb,Which chair is more comfortable?,multi_model,"{-1.9155068,0.51067996,-0.2646499}","{0,1,0}","{0.9577534,-0.25533998,0.13232495}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair1.glb,Which chair is more comfortable?,multi_model,"{-0.58874416,0.156961,-0.08134197}","{0,1,0}","{0.9577534,-0.25533998,0.13232495}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair1.glb,Which chair is more comfortable?,multi_model,"{-0.58874416,0.156961,-0.08134197}","{0,1,0}","{0.9577534,-0.25533998,0.13232495}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair1.glb,Which chair is more comfortable?,multi_model,"{-0.9833103,0.2621535,-0.13585594}","{0,1,0}","{0.9577534,-0.25533998,0.13232495}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair1.glb,Which chair is more comfortable?,multi_model,"{-1.4080735,0.3753967,-0.194542}","{0,1,0}","{0.9577534,-0.25533998,0.13232495}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair1.glb,Which chair is more comfortable?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair1.glb,Which chair is more comfortable?,multi_model,"{0,8.5521654e-17,1.3966746}","{0,1,0}","{0,-6.123234e-17,-1}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair2.glb,Which chair is more comfortable?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair2.glb,Which chair is more comfortable?,multi_model,"{-0.3008473,0.773731,1.819569}","{0,1,0}","{0.15042365,-0.3868655,-0.9097845}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,chair2.glb,Which chair is more comfortable?,multi_model,"{-1.565957,1.1388,0.50091267}","{0,1,0}","{0.7829785,-0.5694,-0.25045633}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,bag.glb,Which bag is more practical?,multi_model,"{0.30009976,0.8999642,1.760683}","{0,1,0}","{-0.15004988,-0.4499821,-0.8803415}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,bag.glb,Which bag is more practical?,multi_model,"{1.1042646,1.4059389,0.89662457}","{0,1,0}","{-0.5521323,-0.70296943,-0.44831228}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,bag.glb,Which bag is more practical?,multi_model,"{-1.0620983,0.9875039,-1.3772376}","{0,1,0}","{0.53104913,-0.49375194,0.6886188}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,bag.glb,Which bag is more practical?,multi_model,"{0.33708945,-1.8792154,-0.59575206}","{0,1,0}","{-0.16854472,0.9396077,0.29787603}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,bag1.glb,Which bag is more practical?,multi_model,"{-0.053335946,0.8910843,1.7897273}","{0,1,0}","{0.026667973,-0.44554216,-0.89486367}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,bag1.glb,Which bag is more practical?,multi_model,"{0.57990515,-1.3917438,-1.3140621}","{0,1,0}","{-0.28995258,0.6958719,0.65703106}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,bag1.glb,Which bag is more practical?,multi_model,"{1.7643967,0.4625197,-0.82035357}","{0,1,0}","{-0.88219833,-0.23125985,0.41017678}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,bag1.glb,Which bag is more practical?,multi_model,"{-1.0760689,1.2961943,1.0779407}","{0,1,0}","{0.53803444,-0.64809716,-0.53897035}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,bag2.glb,Which bag is more practical?,multi_model,"{1.9241064,-0.009930739,-0.54563355}","{0,1,0}","{-0.9620532,0.0049653696,0.27281678}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,bag2.glb,Which bag is more practical?,multi_model,"{0.15869354,-0.03972051,1.9932984}","{0,1,0}","{-0.07934677,0.019860255,-0.9966492}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,bag2.glb,Which bag is more practical?,multi_model,"{-0.22719207,-0.15872511,1.9807044}","{0,1,0}","{0.11359604,0.07936256,-0.9903522}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,bag2.glb,Which bag is more practical?,multi_model,"{-0.11079589,-0.077406265,0.96594}","{0,1,0}","{0.11359604,0.07936256,-0.9903522}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,bag2.glb,Which bag is more practical?,multi_model,"{0.8395265,0.40835622,0.28239706}","{0,1,0}","{-0.8607438,-0.4186766,-0.28953406}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe.glb,Which shoe is more suitable for running?,multi_model,"{0.3389769,-1.3261882,1.4581906}","{0,1,0}","{-0.16948844,0.6630941,-0.7290953}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe.glb,Which shoe is more suitable for running?,multi_model,"{0.597384,-1.9079186,0.054581452}","{0,1,0}","{-0.298692,0.9539593,-0.027290726}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe.glb,Which shoe is more suitable for running?,multi_model,"{1.7644582,-0.089347005,0.9373924}","{0,1,0}","{-0.8822291,0.044673502,-0.4686962}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{-1.9692698,1.4547323e-15,0.34925157}","{0,1,0}","{0.9846349,-7.2736614e-16,-0.17462578}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{-0.5750052,4.2476587e-16,0.101977624}","{0,1,0}","{0.9846349,-7.2736614e-16,-0.17462578}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{-0.29974198,-0.028984794,-0.5003449}","{0,1,0}","{0.5132761,0.04963336,0.85678715}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{-0.22611462,0.18522336,-0.5055639}","{0,1,0}","{0.3871971,-0.31717518,0.86572415}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{-0.41845173,0.34277764,-0.9356055}","{0,1,0}","{0.3871971,-0.31717518,0.86572415}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{0.27156365,-0.08041841,-1.0429487}","{0,1,0}","{-0.25128028,0.07441187,0.9650498}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{-0.27602968,-0.26556128,-1.0105647}","{0,1,0}","{0.25541273,0.24572623,0.93508446}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{-0.32941875,0.10714733,-1.0236986}","{0,1,0}","{0.3048141,-0.09914438,0.94723743}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{-0.087231494,-0.66717464,-0.8457096}","{0,1,0}","{0.08071607,0.61734265,0.78254265}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{0.06819762,-0.6755846,-0.84076786}","{0,1,0}","{-0.06310387,0.62512445,0.77796996}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{0.060440626,-0.4328915,-0.9883866}","{0,1,0}","{-0.055926252,0.40055835,0.9145629}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe2.glb,Which shoe is more suitable for running?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe2.glb,Which shoe is more suitable for running?,multi_model,"{1.5579337,0.06950119,1.252203}","{0,1,0}","{-0.77896684,-0.034750596,-0.6261015}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,shoe2.glb,Which shoe is more suitable for running?,multi_model,"{-1.7654859,0.8011167,-0.49119425}","{0,1,0}","{0.88274294,-0.40055835,0.24559712}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plate.glb,Which plate do you prefer?,multi_model,"{-0.34790838,0.8553486,1.774074}","{0,1,0}","{0.17395419,-0.4276743,-0.887037}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plate.glb,Which plate do you prefer?,multi_model,"{-0.12694249,-1.2887241,2.5544589}","{0,1,0}","{0.04432434,0.44998205,-0.89193696}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plate.glb,Which plate do you prefer?,multi_model,"{-0.5231024,0.056878686,2.8151932}","{0,1,0}","{0.18265097,-0.019860255,-0.9829772}",75
1d09b794-677d-49ec-a5ec-f98b4f8a716e,plate1.glb,Which plate do you prefer?,multi_model,"{-1.9931372,-0.079425074,-0.14524303}","{0,1,0}","{0.9965686,0.039712537,0.07262152}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{-1.8597666,0.28699726,0.6774222}","{0,1,0}","{0.9298833,-0.14349863,-0.3387111}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{-1.2338071,0.19039984,0.44941574}","{0,1,0}","{0.9298833,-0.14349863,-0.3387111}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{-1.0578353,0.16324407,0.38531783}","{0,1,0}","{0.9298833,-0.14349863,-0.3387111}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{-1.957649,0.30210236,0.71307606}","{0,1,0}","{0.9298833,-0.14349863,-0.3387111}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue.glb,Which of these artifacts is the oldest?,multi_model,"{-1.9926661,-0.12900996,0.11242004}","{0,1,0}","{0.99633306,0.06450498,-0.05621002}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue.glb,Which of these artifacts is the oldest?,multi_model,"{-1.526368,-0.06950119,1.2904923}","{0,1,0}","{0.763184,0.034750596,-0.64524615}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue.glb,Which of these artifacts is the oldest?,multi_model,"{-1.0306574,-0.35560587,1.6766901}","{0,1,0}","{0.5153287,0.17780294,-0.83834505}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue.glb,Which of these artifacts is the oldest?,multi_model,"{-0.47587183,-0.0471661,1.8388369}","{0,1,0}","{0.25045887,0.024824264,-0.9678089}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue.glb,Which of these artifacts is the oldest?,multi_model,"{-0.3630489,-0.8968236,1.6352073}","{0,1,0}","{0.19107838,0.47201243,-0.8606354}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue.glb,Which of these artifacts is the oldest?,multi_model,"{-0.17704988,-0.43735844,0.7974497}","{0,1,0}","{0.19107838,0.47201243,-0.8606354}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{-0.4168345,0.54898334,1.8774627}","{0,1,0}","{0.20841725,-0.27449167,-0.9387314}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{-0.38486397,0.019861234,1.9625201}","{0,1,0}","{0.19243199,-0.009930617,-0.98126006}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{-0.13796832,0.0071199727,0.70353585}","{0,1,0}","{0.19243199,-0.009930617,-0.98126006}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{-0.03848223,-0.13098148,0.7038548}","{0,1,0}","{0.05367328,0.18268706,-0.98170495}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{-0.0676551,-0.23027682,1.237438}","{0,1,0}","{0.05367328,0.18268706,-0.98170495}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.103183866,-0.5212821,2.9674754}","{0,1,0}","{-0.03422714,0.1729146,-0.9843419}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{-0.04430443,0.4917699,2.973969}","{0,1,0}","{0.014696233,-0.1631251,-0.9864959}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.10425291,1.4368498,2.8199055}","{0,1,0}","{0.014696233,-0.1631251,-0.9864959}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.38641304,-0.8804769,2.2332067}","{0,1,0}","{-0.07889916,0.60555583,-0.791882}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.21453604,0.43868947,0.5081404}","{0,1,0}","{-0.07889916,0.60555583,-0.791882}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.02388616,0.4858576,0.3822392}","{0,1,0}","{0.17388575,0.6405026,-0.7480108}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{-0.122493885,0.5757053,0.39742744}","{0,1,0}","{0.37805003,0.515187,-0.7691947}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{-0.2725453,0.64128774,0.3676044}","{0,1,0}","{0.37805003,0.515187,-0.7691947}",75
a2370e4e-cc25-412d-bb2e-308879963449,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.05258337,0.6231945,0.37288594}","{0,1,0}","{-0.17117828,0.53210706,-0.8291924}",75
a2370e4e-cc25-412d-bb2e-308879963449,mug.glb,Which cup would you prefer as a gift?,multi_model,"{-0.2482827,0.52985793,1.9124869}","{0,1,0}","{0.12414135,-0.26492897,-0.95624346}",75
a2370e4e-cc25-412d-bb2e-308879963449,mug.glb,Which cup would you prefer as a gift?,multi_model,"{1.5127058,0.37513337,1.2533938}","{0,1,0}","{-0.7563529,-0.18756668,-0.6266969}",75
a2370e4e-cc25-412d-bb2e-308879963449,mug.glb,Which cup would you prefer as a gift?,multi_model,"{0.7579871,-0.03972051,-1.8503723}","{0,1,0}","{-0.37899354,0.019860255,0.92518616}",75
a2370e4e-cc25-412d-bb2e-308879963449,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{0.43793467,0.3066391,1.9272223}","{0,1,0}","{-0.21896733,-0.15331955,-0.9636111}",75
a2370e4e-cc25-412d-bb2e-308879963449,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{-1.883821,0.296822,0.60259044}","{0,1,0}","{0.9419105,-0.148411,-0.30129522}",75
a2370e4e-cc25-412d-bb2e-308879963449,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{-1.445706,0.5394273,1.2723806}","{0,1,0}","{0.722853,-0.26971364,-0.6361903}",75
a2370e4e-cc25-412d-bb2e-308879963449,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{-1.7306367,0.72770983,0.6894455}","{0,1,0}","{0.86531836,-0.36385491,-0.34472275}",75
a2370e4e-cc25-412d-bb2e-308879963449,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{-0.3397816,1.1952466,1.567142}","{0,1,0}","{0.1698908,-0.5976233,-0.783571}",75
a2370e4e-cc25-412d-bb2e-308879963449,backpack.glb,Which backpack would you take to the mountains?,multi_model,"{1.6143668,0.22791095,1.158394}","{0,1,0}","{-0.8071834,-0.113955475,-0.579197}",75
a2370e4e-cc25-412d-bb2e-308879963449,backpack.glb,Which backpack would you take to the mountains?,multi_model,"{1.9796219,-0.2771661,-0.06539062}","{0,1,0}","{-0.98981094,0.13858305,0.03269531}",75
a2370e4e-cc25-412d-bb2e-308879963449,backpack.glb,Which backpack would you take to the mountains?,multi_model,"{1.8040836,-0.7091741,-0.49229506}","{0,1,0}","{-0.9020418,0.35458705,0.24614753}",75
